"cityName","hospitalName","hospitalAddress"
"Delhi and NCR","Dr. Chhabara Dental Clinic","1097, Sector 4, Gurgaon, Haryana"
"Delhi and NCR","ICARE Eye Hospital & Post Graduate Institute","E  3A, Sector 26, NOIDA 201 301"
"Delhi and NCR","Dr. Gyan's Dental Speciality Clinic,","F-25/98, Sector-7, Rohini, Delhi-110085."
"Delhi and NCR","Malik Radix Health Care","C  218, Nirman Vihar, Vikas Marg, Delhi 110092"
"Delhi and NCR","Mata Chanan Devi Hospital","C  1, Janakpuri, New Delhi 110058 "
"Delhi and NCR","M/s Metro Hospital & Cancer Institute","21 Community Centre, Preet Vihar, Delhi."
"Delhi and NCR","Sanjeevan Medical Research (P) Ltd. ","24, Ansari Road, DaryaGanj, New Delhi- 110002."
"Delhi and NCR","Dental World ","WZ-172, Street No.1, Sadh Nagar, Palam Colony, New Delhi"
"Delhi and NCR","Kailash Hospital & Research Centre Ltd.(Noida)","H-33, Sector 27, NOIDA 201301"
"Delhi and NCR","Centre for Sight","B 5/24 Safdarjung Enclave, New Delhi 110 029"
"Delhi and NCR","Metro Multi Specialty Hospital(Sector-11,Noida)","Sector-11,NOIDA"
"Delhi and NCR","Khanna Eye Centre","A-2/2, Model Town-1, Delhi   110009"
"Delhi and NCR","Sapphire Dental Care","Shop No. 18, Shree Shyam Palace, Prakash Puri, Chowk, Railway Road, Gurgaon-122001. "
"Delhi and NCR","Dev Eye Centre (A unit of Skiffle Healthcare Services Ltd.)","R-10, Vakil Colony, Sector-12, Pratap Vihar, Ghaziabad-201009. Tel. No. 0120-2740340."
"Delhi and NCR","Spectra Eye (A Unit of RC Health Care Pvt. Ltd.)","E-82-A, Greater Kailash, Part-1, New Delhi-110048. "
"Delhi and NCR","Brij Dental Clinic,","B-1675, Main Chhawla Bus Stand, Nagafgarh, Delhi."
"Delhi and NCR","Shanti Mobident (A unit of Broadways Charitable Society)","T-15, Main Market, Ramlila Ground, Phase-I, Delhi-110086."
"Delhi and NCR","Maharaja Agarsain Multi Speciality Hospital (A unit of World Life Care Organization), ","Plot No. 6, 7, 9, Bawana Road, Narela, Delhi-110040. Tel. No. 9667097114."
"Delhi and NCR","Max Super Specilaity Hospital (A unit of Balaji Medical & Research Centre)","108-A Indraprastha Extension, Patparganj , Delhi 011-430333333"
"Delhi and NCR","Itek Vision Centre (A unit of Skiffle Healthcare Services Ltd.)","B-1A/22, Sector-51, Ground Floor, Noida-201301. Tel. No. 0120-4288757."
"Delhi and NCR","Hi-Tech Eye Centre","A-12, 1st Floor, Vikas Puri, New Delhi "
"Delhi and NCR","Tewari Eye Centre","Tewari Eye Centre, 5/699, Vaishali Ghaziabad-201010.Mob: 09811834770."
"Delhi and NCR","Dr. Gupta's Dental Clinic,   Empanelled w","A-25, Brij Vihar, P.O. Chandra Nagar, Ghaziabad"
"Delhi and NCR","Action Cancer Hospital,Paschim Vihar","H-2/FC-34, A-4, Paschim Vihar, New Delhi Tel: 011 45666666 , 011 4922200"
"Delhi and NCR","Shroff Eye Centre","509, K.M. Trade Tower, Adjacent to Radisson Blue Hotel, Sec-14, Kaushambi, Ghaziabad-201010"
"Delhi and NCR","Param Jyoti Eye Center","EYE CENTRE -Plot No. 481, Friends Society, Sec-12, Vasundhra, Ghaziabad. "
"Delhi and NCR","Smile n Shine Dental Care, Gurgaon","44 Madhya Marg, DLF PH-2, Gurgaon"
"Delhi and NCR","Delhi Multi Speciality Dental Clinic","1449/6, Loni Road, Durgapuri Chowk, Shahdara, Delhi-110032."
"Delhi and NCR","Supreme Hospital Pvt. Ltd.,","Eros Garden, Charmwood Village, Surajkund Road, Faridabad-121009."
"Delhi and NCR","Eye Sciences,","E-82A, Ground Floor, Greater Kailash, New Delhi-110048. Tel. No. 011-46662666."
"Delhi and NCR","SMS Hospital,","15, Gagan Vihar, Karkardooma, Delhi-110051. Tel. No. 011-22505116."
"Delhi and NCR","yashroop hospital","12-P, Sector-9, Gurgaon-122001"
"Delhi and NCR","Sarvodaya Hospital (A Unit of Anshu Hospital Ltd.) ","YMCA Road, Sector-8, Faridabad.Tel.No. 0129- 4194444."
"Delhi and NCR","Goyal Hospital & Urology Centre ","E-4/8, Near Lajpat Rai Chowk, Krishna Nagar, Delhi-110051"
"Delhi and NCR","Metro Heart Institute ","Sec.16A, Faridabad-121002Tel. No. 0129-4277777. "
"Delhi and NCR","Felix Hospital (Felix Healthcare Pvt. Ltd.), ","NH-1, Sector-137, Expressway, Noida-201305."
"Delhi and NCR","Makkar Multi-Speciality Hospital (A unit of Makkar Medical Centre Pvt. Ltd.), ","A-1, 2 Priyadarshini Vihar, Delhi 92"
"Delhi and NCR","Navjeevan Hospital","A-12 & 13, Pushpanjali Enclave, Outer Ring Road, Opp. Jaipur Golden Red Light, Pitampura, Delhi-110034"
"Delhi and NCR","Asian samra Multispeciality Hospital","C-3, 52-53A, Yamuna Vihar, New Delhi110053."
"Delhi and NCR","Ashok Nursing Home ","F-3/13-16, Vijay Chowk, Krishna Nagar, Delhi. "
"Delhi and NCR","Nayantara Eye Centre, Subhadra Colony","Nayantara Eye Centre, B-106, Subhadra Colony, Near Shastri Nagar, Metro Station, Delhi-110035"
"Delhi and NCR","Shree Jeewan Hospital","67/1, New Rohtak Road, New Delhi-110005. "
"Delhi and NCR","Amrapali Hospital","Plot No. NH-34, P-2, Omega-1, Greater Noida."
"Delhi and NCR","T 32 Dental Clinic","1-C, Vivekanand Market, Sector-1, R.K. Puram, Hyatt-Munirka Road, New Delhi-110022"
"Delhi and NCR","Vision Eye Hospital","Vision Eye Hospital,F-24/136, Sector-7, Rohini, New Delhi-110085."
"Delhi and NCR","Visitech Eye Centre","Visitech Eye Centre, A-10, South Extension Part-2, New Delhi-110049"
"Delhi and NCR","Shreya Eye Centre","Shreya Eye Centre, D-163, Surajmal Vihar, Near Yamuna Sporst Complex, Delhi-110092"
"Delhi and NCR","Save Sight Centre Adarsh Nagar","Save Sight Centre, A-14, G.T. Karnal Road, Adarsh Nagar, Opp. Metro Station, Delhi-110033"
"Delhi and NCR","Rana Eye Centre, Rohini","Rana Eye Centre, First Floor, C-8/28, Sector-7, Rohini, Opp. Metro Pillar No.394, Delhi."
"Delhi and NCR","Dental Trendzz , Gurgaon","Dental TrendzzShop No. 6, Kataria Market, Gurgaon-122001"
"Delhi and NCR","Shri Ram Singh Hospital & Heart Institute","B-25-26, 26-A, Swaran Cinema Road, East Krishna Nagar, Delhi-110051."
"Delhi and NCR","Jain Eye Hospital and Laser Centre","AG-152, Shalimar Bagh, New Delhi-110088"
"Delhi and NCR","Saroj Hospital & Heart Institute, ","Saroj Hospital & Heart Institute, Sector -14 Extn., Madhuban Chowk, Rohini, New Delhi -1100085"
"Delhi and NCR","Dr. S. S. Dodas Ultrasound Centre","23 B, Pusa Road, New Delhi   110005."
"Delhi and NCR","Sunil Hospital","15/199-200, Geetanjali Road, Malviya Nagar, New Delhi   110017. "
"Delhi and NCR","Sunder Lal Jain Charitable Hospital","Ashok Vihar Phase III, Delhi"
"Delhi and NCR","Rockland HospitalName changed to Medeor Hospital Ltd","B-33, 34, Qutab Institutional Area, New Delhi-110016."
"Delhi and NCR","R.L.K.C Hospital & Heart Institute","(A unit of R. L. Khera Charitable Trust) Pandav Nagar, Naraina Road, Near Shadipur Depot, New Delhi"
"Delhi and NCR","Primus Super Speciality / Primus Ortho & Spine Hospital","Chandra Gupta Marg, Chanakya Puri, New Delhi 10021Tel:011-66206630,66206640"
"Delhi and NCR","Goels  Multispeciality Dental Clinic and Implant Centre Loni Rd","Goels Multispeciality Dental Clinic and Implant Centre7A/460 Durgapuri Exten. Durgapuri Chowk Loni Road Delhi-110093"
"Delhi and NCR","GUPTA MULTISPECIALITY HOSPITAL","B-20 (opp. Ram Mandir), Vivek Vihar, Delhi-110095. "
"Delhi and NCR","Brahm Shakti Hospital ","U-1/78, Budh Vihar, Delhi-110086.Tel.No. 011- 27531683"
"Delhi and NCR","SURYA KIRAN HOSPITAL","31, Roshan Mandi, Nagafgarh, New Delhi-110043. Tel. No. 011-25322335"
"Delhi and NCR","Apex Health Care & Research Centre","158, Rajnagar Exten. SSC opp. Saphire KDP Nagar, Gole Chakkar, Ghaziabad"
"Delhi and NCR","Park  Hospital Gurgaon","Park Hospital,Q-Block, South City -II, Sector-47, Main Sohna Road, Gurgaon."
"Delhi and NCR","Best O Care Pedodontic and Multispeciality Dental Clinic, ","138, FF, Main Nagafgarh Road, Nangloi, Delhi-110041."
"Delhi and NCR","Dental Folks,","Shop No. 12, Old Market, Golchakkar, Ramesh Nagar, Delhi   110015"
"Delhi and NCR","The Signature Hospital (A unit of Park Medicity North Pvt. Ltd.)","Sector-37D, (BPTP, Dwarka Expressway, Gurugram-122001. (Haryana)"
"Delhi and NCR","SJM SUPER SPECIALITY HOSPITAL ","Plot No.2, NH-24, Shani Mandir, Village-Chhijarsi, Sector-63, G.B. Nagar, Noida. Tel. No. 9818860889"
"Delhi and NCR","Healthway Dental and Medical Clinic","Shop No. 6, 1st Floor, Plot No. 20-21, Amberhai Extension, Sector-19, Dwarka, New Delhi -110075"
"Delhi and NCR","Cure 32 Dental and Implant Center,","B-132, Extension-2, Shalimar Garden, Ghaziabad-201005."
"Delhi and NCR","Shree Aggarasain International Hospital","PSP, Sector-22, Rohini, New Delhi-110086. Tel. No. 9560957676"
"Delhi and NCR","jeevan jyoti hospital","M-62, Sector-12, Pratap Vihar, Near Santosh Medical College Road, Ghaziabad-201009."
"Delhi and NCR","NARAYANA SUPER SPECIALITY HOSPITAL(UNIT OF NARAYANA HARUDAYALAYA LTD.)","Plot No. 3201, Block-V, DLF Phase-III, Sector-24, Gurugram-122002."
"Delhi and NCR","Mayom Hospital","D-Block, South City-I, Gurgaon. "
"Delhi and NCR","Foresight Eye Clinic","Foresight Eye Clinic, House No. 106, RPS DDA Flats, Sheikh Sarai, New Delhi -110017. Ph. No. 011-26018111."
"Delhi and NCR"," Tulip Multispeciality Hospital Pvt. Ltd.","TP Scheme 15, Near Vivekanand Chowk, Delhi Road, Sonepat-131001"
"Delhi and NCR","Dayanand Hospital &Critical care centre","Kakroi Road, Sonipat-131001. Tel. No. 0130-2210442."
"Delhi and NCR","FIMS HOSPITAL","Bahalgarh-Sonipat Road, Sonipat-131001. Tel. No. 0130-2205000."
"Delhi and NCR","Febris Multispeciality Hospital ","Plot No. 20, Sector-A7,Narela, Delhi-110040. "
"Delhi and NCR","Max Hospital,Wazirpur Institutional Area, Pitam Pura","HBT Twin Tower, Wazirpur Institutional Area, Pitam Pura, New Delh"
"Delhi and NCR","Goyal Eye Centre Shahdra","Goyal Eye Centre, (A Unit of Goyal Medicare Centre) 3/51, Ramgali, Vishwas Nagar, Shahdra, Delhi-110032. Ph. No. 9968878722."
"Delhi and NCR","Dental Square","A-3/314, FF, Paschim Vihar,New Delhi-110063. "
"Delhi and NCR","Medfort Hospitals Pvt., Ltd., Janakpuri N Delhi","Medfort Hospitals Pvt., Ltd., A3/24, 3rd Floor Janakpuri, New Delhi-110058"
"Delhi and NCR","EYE HEALTH CLINIC","Eye Health Clinic, E-1, Sector-61, Noida-201307. Ph. No. 0120-4228662/3"
"Delhi and NCR","Dental Healers Pvt. Ltd., ","B-6, Greater Kailash Enclave-I,New Delhi-110048. "
"Delhi and NCR","CSM Medicentre Eye and Dental Care","D-31, Flat No. 2, RajouriGarden, New Delhi-110027. "
"Delhi and NCR","Vinayak Dental Clinic","G-2A, Basement, Kalkaji, New Delhi-110019"
"Delhi and NCR","Rathi Hospital,","Plot No.3, Pratap Vihar, Nangloi-Nagafgarh Road, New Delhi-110041. "
"Delhi and NCR","Radium Eye Centre LLP, ","A-1/11, Third Floor, Sector-8, Rohini, Delhi   110085. Tel. No. 011-47050547."
"Delhi and NCR","Amicare Hospital Orthopedic & Multispeciality Centre, ","Plot No. 15/16, Nyay Khand-I, Near Indirapuram Public School, Indirapuram, Ghaziabad-201014. "
"Delhi and NCR","Eye Q Vision Pvt. Ltd. (Railway Road, Gurgaon)","New Railway Road, Gurgaon"
"Delhi and NCR","Kalyani Hospital Pvt. Ltd.","354/2, Mehrauli Road, Gurgaon"
"Delhi and NCR","Pearl Dental Care","F-121 & 126, First Floor, Plot -3, Central Market, Sector-10, Dwarka, New Delhi "
"Delhi and NCR","Centre For Sight CA Unit of New Delhi Centre For Sight Pvt. Ltd, ","304-309, 3rd Floor, Ring Road Mall, Sector-3, Rohini."
"Delhi and NCR","R G Stone Urology Laparoscopy Hospital ","A-6, Nehru Ground Neelam Bata Road, NIT, Faridabad, Haryana "
"Delhi and NCR","Bansal Gobal Hospital","C-10, Ramgarh Colony, G.T. Karnal Road, Delhi-110033. Tel. No. 011-27636400."
"Delhi and NCR","Park  Hospital Faridabad","Park HospitalJ-Block, Sec-10, Opp. Court, Faridabad   121004"
"Delhi and NCR","Batra Hospital & Medical Research Centre,Tughlakabad.(Exclusive Cancer Unit)","1, Tughlakabad Institutional Area, Mehrauli Badarpur Road, New Delhi. Tel. 011-29958747, 011-29957485-86-87."
"Delhi and NCR","Sri Balaji Action Medical Institute","A-4, Paschim Vihar,Delhi 110 063"
"Delhi and NCR","NKS Hospital","219-220, Gulabi Bagh, Delhi-110007."
"Delhi and NCR","Dr. Aroras Dental & Laser Centre","C-44, Pamposh Enclave, Greater Kailash-I, New Delhi   110048"
"Delhi and NCR","Max Super Specialty Hospital , Patparganj","Max Super Speciality Hospital (A Unit of Balaji Medical & Diagnostic Research Centre) ,108-A, Indraprastha Extension, Patparganj, Delhi-110092"
"Delhi and NCR","Max Hospital Shalimar Bagh","Max Super Specialty Hospital (A Unit of Max Health Care Institute Ltd.), FC-50, C & D, Blcok, Shalimar Bagh, New Delhi."
"Delhi and NCR","Maharaja Agrasen Hospital","Punjabi Bagh New Delhi"
"Delhi and NCR","Max Super Speciality Hospital East Block 2,Saket, New Delhi ","Max Super Speciality Hospital East Block (A unit of Devki Devi Foundation), 2, Press Enclave Road, Saket, New Delhi Tel 011-2651505"
"Delhi and NCR","Eye Sight Laser Centre","52A, Pocket 2 DDA Flats, Behind Sec-6, Main Market, Dwarka, New Delhi"
"Delhi and NCR","Dentalive Dental Clinic,","Shop No. C-214/7, Corner Gali No. 10, Main Market Bhajanpura, Delhi-110053"
"Delhi and NCR","National Heart Institute","49,Community Centre,East of Kailash,New Delhi "
"Delhi and NCR","Orthoplus Hospital ","RZ-B-28, Gopal Nagar, Nagafgarh, New Delhi. Tel. No. 011-28012195, 9810102908."
"Delhi and NCR","Crystal Dental Centre ","31, Community Centre, BasantLok, Vasant Vihar, New Dellhi110057. Tel. No. 011-41603131"
"Delhi and NCR","RLKC H","Pandav Nagar, Naraina Road, New Delhi   110024.Tel.No. 011-25891015, , 25891016"
"Delhi and NCR","R G Urology","F-12, East of Kailash, New Delhi   110065. Tel. No. 011-71056000"
"Delhi and NCR","Rockland Hospital Ltd, Dwarka","Rockland Hospital Ltd. ,HAF-B, Sector-12, Phase -1, Dwarka, New Delhi-110075"
"Delhi and NCR","Tirath Ram Shah Charitable Hospitals","Sawhney Marg, Rajpur Road, New Delhi."
"Delhi and NCR","Care Eye C &D","D1A/141A, Janakpuri, New Delhi.Tel. No. 011-28521001, 28522000."
"Delhi and NCR","Centre For Sight , Rajouri Garden","Centre For Sight CA Unit of New Delhi Centre For Sight Pvt. Ltd., J-12/30, Rajouri Garden, New Delhi."
"Delhi and NCR"," Aggrawal Eye Institute","A-235, Shivalik, Malviya Nagar, (Near Bus Terminal), New Delhi-110017.Tel.No. 011- 2668 0397"
"Delhi and NCR","Park Hospital chowkhandi","12,Chowkandi, Outer Ring Road, West Delhi (Near Kesavpur Depot) New Delhi"
"Delhi and NCR","Drishti Eye Care  Centre ","Drishti Eye Care Centre Shop Plot No 4 , First Floor , Anand Complex, Pandav Nagar Patparganj, Rd., Opp. Mother Dairy , Delhi-110092"
"Delhi and NCR","Dr. Nanda Eye Care Centre Dwarka","Dr. Nanda Eye Care Centre, A-200, Sector-8, Dwarka, New Delhi-110075"
"Delhi and NCR","Dr Shroffs Charity Eye Hospital Daryaganj","Dr. Shroff's Charity Eye Hospital,5027, Kedar Nath Road, Daryaganj, New Delhi-110002."
"Delhi and NCR","Eye7 Chaudhary Eye Centre","34, Ground floor, Lajpat Nagar-IV, Main Road, Delhi. Tel. No. 011-41010202, 41010303/404."
"Delhi and NCR","Shroff Eye Centre ","A-9, Kailash Colony, New Delhi. Tel. No. 011-41633999, 29231296."
"Delhi and NCR","Sunetra Eye Centre Ltd.","KC-120, C-Block, Kavi Nagar, Ghaziabad.Tel. No.0120-4233366, 9999631482."
"Delhi and NCR","Shri Amichand Eye Care Centre","86, Old Roshanpura, Near Mother Dairy, Main Gate Chhawla Stand, Nagafgarh, New Delhi. Tel. No. 011-69902555, 9210330230."
"Delhi and NCR","Kukreja  Hospital & Heart Centre Pvt. Ltd. ","C, 1, 3,4,14, Vishal Enclave, Rajouri Garden, New Delhi-110027. Tel. No. 011-45675000"
"Delhi and NCR","Ganesh Diagnostic and Imaging Centre Pvt. Ltd","109, Pocket, A-1, Sec-8, Near Deepali Chowk, Opp. Bagga Link,  Rohini, Delhi.Tel. No. 011-47333333, 47444444."
"Delhi and NCR","Green city Hospital","Plot No.NH-17, Delta-I, Greater Noida-201308"
"Delhi and NCR","Dr Shwetas Dental Clinic","D-42, Kalkaji, New Delhi.Tel. No. 011-26414243, 9811227991."
"Delhi and NCR","Rajdhani Dental and Orthodontic Centre","B-48, Rajan Babu Road, Adarsh Nagar, Delhi-110033. Tel.No. 011-27673109, 9811635679."
"Delhi and NCR","Siwach Dental Hospital ","132, Auchandi Road, Bawana, Delhi-110039. Tel. No. 9811509337, 9811509866."
"Delhi and NCR","S.K. Dental","8/8, Moti Nagar, New Delhi   110015. Tel. No. 9312509737, 9312712146. "
"Delhi and NCR","The Caring Touch","R-721, New Rajinder Nagar, New Delhi. Tel. No. 011-28745151, 28745252."
"Delhi and NCR","LYF Hospital, (A unit of Indrapuram Hospital Pvt. Ltd.,) ","NH-4, Gyan Khand-1, Indirapuram, Ghaziabad-201014. Tel. No. 0120-4504100"
"Delhi and NCR","Paras Hospital ","C-1, Sushant Lok, Phase-I, Sector-43, Gurgaon (Haryana) Tel.No. 0120-4585555"
"Delhi and NCR","Asian Institute of Medical  Sciences","Sec-21A, Badkal Flyover Road, Faridabad, Tel.No.0129-4253000."
"Delhi and NCR","Metro Hospitals & Heart Institute ","H-Block, Palam Vihar, Gurgaon.Tel.No.  9911838055, 0124- 2578182, 3247241"
"Delhi and NCR","Yashoda Hospital and Research Centre","III-M, Nehru Nagar, Ghaziabad."
"Delhi and NCR","Bharti Eye Foundation ","1/3 East Patel Nagar, New Delhi.Tel.No. 011-25889900."
"Delhi and NCR","Bharti Eye Hospital","E-52, Greater Kailash-I, New Delhi. Tel. No. 011-29240000, 29230000."
"Delhi and NCR","Vision Eye Centre west patel nagar","12/27, West Patel Nagar, New Delhi. Tel No. 011-258821219"
"Delhi and NCR","Manav Hospital & Laser Eye Centre ","Nursing Home Gate No.1, B-Block, Kavi Nagar, Ghaziabad-201002. Tel.No. 9718942666, 7838856642"
"Delhi and NCR","Artemis Hospital Sec 51 Gurgaon","Sector -51 Gurgaon Haryana-122001 Tel No. 0124-6767000"
"Delhi and NCR","Dental Care Clinic","PD-1, /1 B, Pitam Pura, New Delhi-110088"
"Delhi and NCR","Dr. Bhim Sains Family Dental Clinic & Dental Laboratory","220-221, Qutab Plaza, DLF City, Gurgaon-122002-01.Tel.No. 011   42353537."
"Delhi and NCR","Centre For Sight  Gurgaon","SCO Complex-317, Sector-29, Gurgaon. Tel.No. 0124- 421 0317/18/2220101."
"Delhi and NCR","Khandelwal Hospital & Urology Centre ","B-16, East Krishna Nagar, Main Swaran Cinema Road, Delhi   110051.Tel. No. 011-22094843."
"Delhi and NCR","Kalyani Hospital, ","RZ-30-A, Rati Ram Park, Naya Bazar, Nagafgarh, New Delhi   110043. "
"Delhi and NCR","Delhi Dental & Medical Centr","19/32, Old Rajinder Nagar, New Delhi."
"Delhi and NCR","Yogesh Eye Centre","B-5 15, Sector-4, Rohini, Delhi-110085. Tel.No. 011-27045458, 9811056857."
"Delhi and NCR","Atlanta Mediworld Multispeciality Hospital  ( A unit of RRM Services)","Plot No. NH-01, Sec-14, Atal Chowk, Vasundhara, Ghaziabad-201012. Tel. No. 0120-2882999."
"Delhi and NCR","Mahajan Eye Centre","AD-21A, Pitampura, Delhi-110034. Tel.No. 9311114660"
"Delhi and NCR","Dr. Saigals Dental Clinic & Implant Centre ","KD-20, Kavi Nagar, Ghaziabad. Tel. No. 0120-6515220, 9313083643"
"Delhi and NCR","Narang Eye Institute","A-10, Lok Vihar, Pitampura, New Delhi. Tel. No. 011-27141134, 27142598, 9968387768."
"Delhi and NCR","Narang Eye Institute","B-8, Derawal Nagar, Opp. Model Town, Delhi-09.Tel. No. 011-27141134, 27142598, 9968387768."
"Delhi and NCR","Dental Destination","B-1/44, DLF Colony, Bhopura, Sahibabad (Ghaziabad).Tel. No. 9899416217"
"Delhi and NCR","Dr. Aggarwals Eye Clinic","F-17, Moti Nagar, New Delhi. Tel. No. 011-25462686, 9811069069."
"Delhi and NCR","Vasan Eye Care Hospital Pusa Road","36-B, Pusa Road, Karol Bagh, Delhi-110005. Tel. No. 011-39890300, 8586967128."
"Delhi and NCR","R.V.S Eye Centre","BFH-09, Opp. Mount Abu Public School, Som Bazar Road, West Shalimar Bagh, Delhi-110088"
"Delhi and NCR","Ahuja Eye Centre","AG-11, Shalimar Bagh, Main Ring Road, Delhi   110088."
"Delhi and NCR","Santom Hospital","D-5, 6, Prashant Vihar, Rohini, Sector-14, Delhi-110085.Tel.No. 011   27562255"
"Delhi and NCR","Dr. Pattnaiks Laser Eye Institute","C-2, Ground Floor, Lajpat Nagar-3, New Delhi-24. Tel.No. 011-43444300, 8467807080."
"Delhi and NCR","Amar Eye Centre","B-38, Mohan Park, Naveen Shahdara (Near Shiv Mandir Pipal Chowk), Delhi. Tel. No. 011-22322071, 9868721692"
"Delhi and NCR","Indian Spinal Injuries Centre Vasant Kunj","Sector C, Vasant Kunj, New Delhi 110 070 [Tel: 4225 5225] "
"Delhi and NCR","Sumitra Hospital","A-119A, Sector-35, Noida   2013001. Tel. No. 0120- 2507625.	"
"Delhi and NCR","Jeewan Hospital & Nursing Home Pvt. Ltd.   ","Gate No.1, 150, Jeewan Nagar, Opp. Maharani Bagh, New Delhi"
"Delhi and NCR","Dr. Handa Complete Family Dental Care","66 1st Floor, Harsh Vihar, Opp. Bikaner Sweets, Pitampura, New Delhi-110034. "
"Delhi and NCR","QRG Medicare Ltd.","Plot No. 1, Sector-16, Faridabad-121002"
"Delhi and NCR","Prime Dental Clinic","Plot No. 889, U.G- 4 Sector 05, Vaishali, Ghaziabad, Uttar Pradesh	"
"Delhi and NCR","KB Healthcare Diagnostic Centre","Plot # NH 29, Sector-P4,Greater Noida-201310. Tel. No.0120-2447050"
"Delhi and NCR","Suraksha Diagnostic Pvt. Ltd. ","F-123, Sector-8, Noida-201301.Tel. No. 0120-4769000"
"Delhi and NCR","Dr. Lal Pathlabs Pvt. ","N-27, Sector-18, Noida-201301.Tel. No. 0120-3142560. "
"Delhi and NCR","Noida MRI & Diagnostic Centre (","B-1/39, B-Block Market, Sector51, Noida. Tel. No. 0120-4355494. "
"Delhi and NCR","Vision Plus Eye Centre ","Kisan Tower, Golf Marg, Sec51, Noida-201301. Tel. No.0120-2480480 "
"Delhi and NCR","Metropolis Health Care Ltd. ","F-2, B-1, Mohan Cooperative Inds. Estate, Mathura Road, New Delhi. "
"Delhi and NCR","Rainbow Diagnostic Pvt. Ltd.","B-16, Below Bali Vable, Near ShivChowk, Shalimar Garden, Extn-II,Sahibabad-201005. Tel. No. 0120-6496999 "
"Delhi and NCR","Jyoti Dental Care Center ","Shop No.13 &14, 3/44, AmanBanquet Hall, Sector-5, RajinderNagar, Sahibabad, Ghaziabad201005. Tel. No. 0120-4103510 "
"Delhi and NCR","Royal Dental Care ","II C/128, Nehru Nagar, Ghaziabad.Tel.No. 810363398,01202794906 "
"Delhi and NCR","Drishti Eye & ENT Care ","Plot No. 8, GF, Sector-5, Vaishali,Ghaziabad. Tel. No. 0120-4965656 "
"Delhi and NCR","Lions Eye Hospital","E-Block, Kavi Nagar, Ghaziabad201002. Tel. No. 9873923427 "
"Delhi and NCR","Eye Q Vision Pvt. Ltd (Sector-27, Gurugram)","Plot no.522, Sector 27  Gurugram"
"Delhi and NCR","Eye Trust Clinic & Day Care Centre ","R-2/211, Rajnagar, Ghaziabad.Tel. No. 9810097586"
"Delhi and NCR","Eye Q Vision Pvt. Ltd.  (Shalimar Bagh)","Shalimar Bagh, A-D-Block, NS-3, East of Shalimar Bagh, Delhi. "
"Delhi and NCR","Sai Eye Care and Medical Centre ","H-98/1, Sector-12, Pratap Vihar,Near BSNL Telephone Exchange,Ghaziabad-201009. Tel. No. 0120-6525264 "
"Delhi and NCR","OM Eye & Gynae Centre","5/622, Sector-5, Vaishali, Ghaziabad201010."
"Delhi and NCR","MyDentist","D-49, Sham Nagar (Sheetla Mata Mandir Road), New Delhi   110018."
"Delhi and NCR","Smilessence The Specialist Dental Centre","SFF-102, Ansal's PalamTriangle (Next to Macdonald s)Palam Vihar, Gurgaon -122017.Tel. No. 9811303933. "
"Delhi and NCR","Kumar Dental Clinic","209, Hakikat Nagar, Gali No.7, Near GTB Metro Station, Delhi-110009. "
"Delhi and NCR","Muskaan Dentals","H.No.167P, Near Kendriya Vihar,Sector-56, Gurugram, Haryana122002. Tel. No. 0124-4033899."
"Delhi and NCR","Grace Dental Clinic ","H.No.1298, Sector-31, Opp.Ajanta Public School, Gurgaon.Tel. No. 0124-4832254. "
"Delhi and NCR","Sudarshan Poly Dental Centre","Shop No. 21 (Basement) OldDelhi Road, Near Union Bank,Sector-14, Gurgaon-122001. Tel.No.0124-4087830. "
"Delhi and NCR","Shreya Hospital","837, Shalimar Garden, Extn.-I, Sahibabad, Ghaziabad."
"Delhi and NCR","QRG Central Hospital & Research Centre ","69, Sec-20A, NearNeelam Flyover,Ajronda Chowk,Mathura Road,Faridabad"
"Delhi and NCR","Max Hospital Panchsheel Enclave","110 Panchsheel Enclave New Delhi"
"Delhi and NCR","Dr. Dhawans Netra Eye Hospital","WZ-99, Dayal Sir Road, Uttam Nagar, New Delhi"
"Delhi and NCR","Unique Dental Clinic ","South city -1, Opp. Mother Dairyand Mayom Hospital, Near HudaCity Centre, Gurgaon-122001. "
"Delhi and NCR","Prakash Hospital, Noida","D-12, 12-A, 12-B, Sector   33, Noida."
"Delhi and NCR","Precision Dental Care","C-159, Sarita Vihar, New Delhi."
"Delhi and NCR","Vinayak Dental Clinic, ","B-10, Main Tajpur Road, Badarpur Border, New Delhi-110044."
"Delhi and NCR","Mantracare X-ray and Diagnostics ","1041-P, Sector-22,Gurgaon-122015. Tel. No.9911044585 "
"Delhi and NCR","Bansal hospital","A-1, New Friends Colony, New Delhi   110025"
"Delhi and NCR","House of Dentistry, ","B-16/8-A, Gamri Extension, Delhi   110053."
"Delhi and NCR","jeewan Anmol Hospital","Mayur Vihar Phase-I, opp. Pratap Nagar, Delhi-110091. Tel. No. 011-22750380, 22795237"
"Delhi and NCR","Sharda Hospital","Plot No. 32&34, Knowledge Park-3, Greater Noida-201306. Tel. No. 0120-2329700, 2329722."
"Delhi and NCR","Shivam Dental Clinic","C-14, Mahendru Enclave, Model Town, Tel. No. 9871409133"
"Delhi and NCR","Balaji Dental Care","2065/A, Old Anaj Mandi, Narela, Delhi"
